lat,lon,detloc,name,city,state
32.228678,-101.50651,BOPBIG,BIG SPRING FEDERAL CORRECTIONAL INSTITUTE,BIG SPRING,TX
41.871515,-87.673763,CCHOSIL,COOK COUNTY HOSPITAL,CHICAGO,IL
39.986795,-104.799317,ADAMSCO,ADAMS COUNTY JAIL,BRIGHTON,CO
41.134613,-104.819372,LARCOWY,LARAMIE COUNTY JAIL,CHEYENNE,WY
37.451871,-105.865546,ALMHOLD,ALAMOSA HOLDROOM,ALAMOSA,CO
38.916121,-77.025759,DCDOCDC,DC DEPARTMENT OF CORRECTIONS,WASHINGTON,DC
41.868633,-87.86559,BSAHOLD,BROADVIEW SERVICE STAGING,BROADVIEW,IL
64.83458,-147.760399,AKFAIRB,FAIRBANKS CORRECTIONAL CENTER,FAIRBANKS,AK
41.87305,-87.675943,CCHHSIL,COOK COUNTY HOSPITAL-JHS,CHICAGO,IL
40.303494,-79.544617,WMLNDPA,WESTMORELAND COUNTY JAIL,GREENSBURG,PA
45.215913,-112.634727,BVRHDMT,BEAVERHEAD COUNTY DETENTION CENTER,DILLON,MT
38.556046,-85.167823,ANDROME,ANDROSCOGGIN COUNTY JAIL,AUBURN,ME
48.169,-111.94719,PONDEMT,PONDERA COUNTY JAIL,CONRAD,MT
36.449639,-103.188432,UNIONNM,UNION COUNTY DETENTION CENTER,CLAYTON,NM
28.679812,-99.827692,ZAVCOTX,ZAVALA COUNTY JAIL,CRYSTAL CITY,TX
29.361429,-100.902921,VALJUTX,VAL VERDE COUNTY JUVENILE,DEL RIO,TX
39.729755,-105.203172,JEFFECO,JEFFERSON COUNTY JAIL,GOLDEN,CO
38.545524,-106.925621,GUNNICO,GUNNISON COUNTY JAIL,GUNNISON,CO
31.720684,-99.957404,RUNLSTX,RUNNELS COUNTY JAIL,BALLINGER,TX
30.218572,-93.167467,STMDPLA,ST. MARTIN D.P. NURSING HOME,LAKE CHARLES,LA
45.833833,-109.956895,SWEETMT,SWEETWATER COUNTY JAIL,BIG TIMBER,MT
44.659934,-84.717197,CRAWFMI,"CRAWFORD COUNTY JAIL (GRAYLING, MICHIGAN)",GRAYLING,MI
47.029041,-122.913601,THURSWA,THURSTON COUNTY CORRECTIONAL CENTER,OLYMPIA,WA
58.361173,-134.487811,AKLEMON,LEMON CREEK,JUNEAU,AK
32.227595,-101.528072,BSFLTTX,BSCC FLIGHTLINE UNIT,BIG SPRING,TX
33.726376,-118.267778,SPP,SAN PEDRO SERVICE PROCESSING CENTER,SAN PEDRO,CA
26.27513,-80.121876,NBRMCFL,NORTH BROWARD MEDICAL CENTER,POMPANO BEACH,FL
38.940946,-80.83133,BOPGIL,FCI GILMER,GLENVILLE,WV
45.457453,-123.842064,TILLCOR,TILLAMOOK COUNTY JAIL,TILLAMOOK,OR
34.153771,-85.678294,CHEROAL,CHEROKEE COUNTY JAIL,CENTRE,AL
41.619181,-94.017511,DALCOIA,DALLAS COUNTY SHERIFFS OFFICE,ADEL,IA
32.421483,-104.226386,EDDCONM,EDDY COUNTY JAIL,CARLSBAD,NM
35.469609,-97.525747,OKCOJOK,OKLAHOMA COUNTY JAIL,OKLAHOMA CITY,OK
35.149195,-90.047575,SHELBTN,SHELBY COUNTY,MEMPHIS,TN
47.572023,-117.696734,MARTIWA,MARTIN HALL JUVENILE,MEDICAL LAKE,WA
37.565417,-85.272159,NEW0600,MARION COUNTY DETENTION CENTER,LEBANON,KY
34.667138,-83.098326,CTYORCI,YORK CORRECTIONAL INSTITUTION,NIANTIC,CT
40.799205,-81.941837,WAYNEOH,WAYNE COUNTY JAIL,WOOSTER,OH
32.27677,-90.131691,JAKHOLD,JACKSON MS HOLD ROOM,PEARL,MS
27.336458,-82.530073,SARASFL,SARASOTA COUNTY JAIL,SARASOTA,FL
40.502158,-106.859933,ROUTTCO,ROUTT COUNTY JAIL,STEAMBOAT SPRINGS,CO
31.432795,-109.871276,COCHIAZ,COCHISE COUNTY JAIL,BISBEE,AZ
37.127848,-84.083997,LARELKY,LAUREL COUNTY SHERIFFS JAIL,LONDON,KY
40.457197,-109.524858,UINTCUT,UINTAH COUNTY JAIL,VERNAL,UT
35.050398,-78.879122,NEW608,CUMBERLAND COUNTY DETENTION CENTER,FAYETTEVILLE,NC
40.006406,-78.50466,BEDFOPA,BEDFORD COUNTY JAIL,BEDFORD,PA
40.071112,-84.216792,WCJUVOH,WEST CENTRAL JUVENILE,TROY,OH
46.903197,-98.706706,STUTSND,STUTSMAN COUNTY,JAMESTOWN,ND
25.749617,-80.210173,USMSDFL,US MARSHALS DISTRICT,MIAMI,FL
31.8457,-102.367749,ODESSTX,ODESSA DETENTION CENTER,ODESSA,TX
42.216718,-85.891064,VANBUMI,VAN BUREN COUNTY JAIL (MICHIGAN),KALAMAZOO,MI
46.996507,-120.548738,KITTIWA,KITTITAS COUNTY JAIL,ELLENSBURG,WA
33.74024,-117.78669,RIVHOLD,RIVERSIDE CUSTODY CASE,RIVERSIDE,CA
43.605397,-84.774986,ISABEMI,ISABELLA COUNTY JAIL,MOUNT PLEASANT,MI
34.149457,-118.144361,PASADCA,PASADENA CITY JAIL,PASADENA,CA
47.104954,-104.71494,DAWSOMT,DAWSON COUNTY JAIL,GLENDIVE,MT
43.514825,-112.033716,IFIHOLD,IDAHO FALLS HOLD ROOM,IDAHO FALLS,ID
48.195646,-96.76914,MARSHMN,MARSHAL COUNTY JAIL,WARRENTON,MN
37.571785,-101.749409,STANTKS,STANTON COUNTY JAIL,JOHNSON,KS
35.535082,-97.95497,CANADOK,CANDIAN COUNTY (EL RENO),EL RENO,OK
43.073915,-89.383108,DANCOWI,DANE COUNTY JAIL,MADISON,WI
41.51009,-112.015737,BOXELUT,BOX ELDER COUNTY,BRIGHAM,UT
37.5119,-122.333287,SMJUVCA,SAN MATEO JUVENILLE HALL,SAN MATEO,CA
46.975847,-123.81728,ABRDNWA,ABERDEEN CITY JAIL,ABERDEEN,WA
47.127379,-118.381803,ADAMSWA,ADAMS COUNTY,RITZVILLE,WA
38.053506,-97.935588,RENOJKS,RENO COUNTY JAIL,HUTCHINSON,KS
38.320677,-121.970488,CASPSOL,CSP-SOLANO,VACAVILLE,CA
30.832093,-92.638259,OAK,OAKDALE FEDERAL DETENTION,OAKDALE,LA
33.470585,-112.444153,AZSPPER,PERRYVILLE STATE PRISON,GOODYEAR,AZ
32.728513,-116.696348,BARRECA,BARRETT HONOR CAMP,ALPINE,CA
44.052193,-123.089531,EUGHOLD,EUGENE HOLD ROOM,EUGENE,OR
34.09259,-118.12645,ALHAMCA,ALHAMBRA CITY JAIL,ALHAMBRA,CA
42.091442,-76.801018,CHEMUNY,CHEMUNG COUNTY JAIL,ELMIRA,NY
40.451973,-104.713029,WELDJCO,WELD COUNTY JAIL,GREELEY,CO
32.118838,-96.465071,BOPSEA,SEAGOVILLE FEDERAL CORRECTIONAL INSTITUTE,SEAGOVILLE,TX
42.065232,-104.181715,GOSHEWY,GOSHEN COUNTY JAIL,TORRINGTON,WY
35.913739,-94.972463,CHEROOK,CHEROKEE COUNTY JAIL,TAHLEQUAH,OK
39.068448,-108.573139,MESJACO,MESA COUNTY JAIL,GRAND JUNCTION,CO
48.543224,-117.904246,STEVEWA,STEVENS COUNTY JAIL,COLVILLE,WA
42.695066,-114.501989,JEROMID,JEROME COUNTY DETENTION CENTER,JEROME,ID
41.865155,-87.833455,LOYMCIL,LOYOLA MEDICAL CENTER,MAYWOOD,IL
57.790881,-152.405998,KODIAAK,KODIAK CITY JAIL,KODIAK,AK
37.691519,-97.339335,WICHOLD,WICHITA HOLDROOM,WICHITA,KS
31.369854,-110.94035,SANTACR,TONY ESTRADA LAW ENFORCEMENT CENTER,NOGALES,AZ
41.311765,-91.723929,WASHCIA,WASHINGTON COUNTY JAIL,WASHINGTON,IA
34.165148,-98.001509,JEFFEOK,JEFFERSON COUNTY JAIL,WAURIKA,OK
43.664755,-116.681461,CANYNID,CANYON COUNTY JAIL - DALE G HAILE DET CEN,CALDWELL,ID
38.054718,-97.936756,RENOYKS,RENO COUNTY YOUTH SERVICES,HUTCHINSON,KS
37.951403,-121.291894,STK,STOCKTON STAGING FACILITY,STOCKTON,CA
45.464935,-98.486014,BROWNSD,BROWN COUNTY JAIL,ABERDEEN,SD
40.924082,-98.34297,GRIHOLD,GRAND ISLAND HOLDROOM,GRAND ISLAND,NE
36.737166,-119.790379,FRECOCA,FRESNO COUNTY JAIL,FRESNO,CA
42.256308,-83.68079,WASHTMI,"WASHTENAW COUNTY JAIL (ANN ARBOR, MICHIGAN)",ANN ARBOR,MI
46.586526,-112.036886,LEWISMT,LEWIS & CLARK COUNTY JAIL,HELENA,MT
37.986902,-103.540205,OTEROCO,OTERO COUNTY JAIL,LAJUNTA,CO
40.36982,-96.194149,JOHNSNE,JOHNSON COUNTY JAIL,TECUMSEH,NE
48.107839,-98.852881,DEVILND,DEVILS LAKE LAW ENFORCEMENT CENTER,DEVILS LAKE,ND
32.8787,-90.416579,BOPYAZ,YAZOO CITY FEDERAL CORRECTIONAL INSTITUTE,YAZOO CITY,MS
40.688788,-89.693454,PCJDCIL,PEORIA COUNTY JUV DET CENTER,PEORIA,IL
41.903084,-87.683317,STMRYIL,ST. MARY OF THE NAZARETH,CHICAGO,IL
48.590191,-109.233752,BLACKIA,BLACK HAWK COUNTY JAIL,WATERLOO,IA
41.262527,-81.560801,HOTELMA,RAMADA HOTEL,EAST BOSTON,MA
39.395662,-101.043313,THOMAKS,THOMAS COUNTY JAIL,COLBY,KS
33.445984,-112.076641,MCMADAZ,MCSO MADISON FACILITY,PHOENIX,AZ
29.845361,-97.960312,HAJUVTX,HAYS COUNTY JUVENILE CENTER,SAN MARCOS,TX
40.17237,-74.020082,BRINBMA,BRISTOL COUNTY JAIL (NEW BEDFORD),NEW BEDFORD,MA
42.665149,-77.056282,YATESNY,YATES COUNTY JAIL,PENN YAN,NY
42.254701,-83.700416,WSYOUMI,WASHTENAW COUNTY YOUTH FACILITY,ANN ARBOR,MI
39.612515,-87.696208,CUMBEIL,CUMBERLAND COUNTY JAIL,PARIS,IL
40.455624,-81.405602,TUSCAOH,TUSCARAWAS COUNTY JAIL,NPHILADELPHIA,OH
39.671723,-85.699261,MORRINJ,MORRIS COUNTY JAIL,MORRISTOWN,NJ
35.563893,-85.113478,MATSHOS,TAUNTON STATE HOSPITAL,TAUNTON,MA
37.181345,-104.484519,LASANCO,LAS ANIMAS COUNTY JAIL,TRINIDAD,CO
26.921075,-99.272367,ZAPCOTX,ZAPATA COUNTY JAIL,ZAPATA,TX
42.153477,-83.256595,BRNPDMI,BROWNSTOWN POLICE DEPARTMENT,BROWNSTOWN,MI
38.659973,-75.374504,SUSSEDE,SUSSEX COUNTY PRISON,GEORGETOWN,DE
41.283043,-95.900968,NEOMAHA,OMAHA CORRECTIONAL CENTER,OMAHA,NE
41.283043,-95.900968,OMAHOLD,OMAHA FIELD OFFICE HOLD ROOM,OMAHA,NE
36.202312,-115.119726,NOLVGNV,NORTH LAS VEGAS,NORTH LAS VEGAS,NV
46.88402,-114.034646,MISSOMT,MISSOULA COUNTY,MISSOULA,MT
48.506931,-111.855891,TOOLEMT,TOOLE COUNTY DETENTION FACILITY,SHELBY,MT
40.463391,-88.099975,FORDJIL,FORD COUNTY JAIL,PAXTON,IL
42.226515,-83.262796,TAYPDMI,"TAYLOR POLICE DEPARTMENT (TAYLOR, MICHIGAN)",TAYLOR,MI
33.81022,-118.344877,DLAMOCA,DEL AMO PSYCHIATRIC HOSPITAL,TORRANCE,CA
27.879407,-81.822663,POLKJFL,POLK COUNTY JAIL,BARTOW,FL
43.087251,-95.626198,OBRIJIA,OBRIEN COUNTY JAIL (IOWA),PRINGHAR,IA
37.265084,-93.135798,SPGHOLD,SPRINGFIELD DRO HOLD,STRAFFORD,MO
36.762658,-76.586644,WTREGVA,WESTERN TIDEWATER REGIONAL JAIL,SUFFOLK,VA
40.565213,-105.033515,LARIMCO,LARIMER COUNTY JAIL,FORT COLLINS,CO
43.050562,-83.331908,LAPEEMI,LAPEER COUNTY,LAPEER,MI
41.851265,-90.1888,CLINTIA,CLINTON COUNTY JAIL,CLINTON,IA
47.391324,-122.314976,BOPSET,SEATAC FEDERAL DETENTION CENTER,SEATAC,WA
41.220639,-112.018624,OGUHOLD,OGDEN HOLD ROOM,OGDEN,UT
42.562891,-114.432579,TFIHOLD,TWIN FALLS HOLD ROOM,TWIN FALLS,ID
33.942909,-84.817729,PAULDGA,PAULDING COUNTY GEORGIA,DALLAS,GA
41.81736,-87.912281,OXFORME,OXFORD COUNTY JAIL,SOUTH PARIS,ME
32.374639,-86.304792,MONTGAL,MONTGOMERY COUNTY MAC SIM BUTLER DETENTION FACILIT,MONTGOMERY,AL
31.866621,-102.379819,ECTORTX,ECTOR COUNTY CORRECTION CENTER,ODESSA,TX
36.752997,-76.060062,VIRBEVA,VIRGINIA BEACH,VIRGINIA BEACH,VA
39.299046,-102.270773,KITCACO,KIT CARSON COUNTY,BURLINGTON,CO
43.981104,-117.238678,MALHCOR,MALHEUR COUNTY JAIL,VALE,OR
41.810952,-72.297531,CTNEACI,NORTHEAST CORRECTIONAL CENTER,STORRS,CT
38.844254,-97.613616,SALINKS,SALINE COUNTY JAIL,SALINA,KS
35.636955,-106.019486,SANTANM,SANTA FE COUNTY JAIL,SANTA FE,NM
42.543098,-114.433664,SRJDFID,SNAKE RIVER JUVENILE,TWIN FALLS,ID
29.35834,-99.166028,MEJUVTX,MEDINA COUNTY JUVENILE CORRECTIONAL,HONDO,TX
34.023429,-84.616127,KENNEGA,KENNESAW CITY JAIL,KENNESAW,GA
34.541778,-112.466549,YAVAPAZ,YAVAPAI COUNTY JAIL,PRESCOTT,AZ
48.186918,-117.041042,ORLEAVT,ORLEANS COUNTY JAIL,NEWPORT,VT
35.522343,-108.707417,MCKINNM,MCKINLEY COUNTY ADULT DETENTION,GALLUP,NM
35.984145,-83.280788,VTDCOR2,NORTHERN STATE BOSTON (VERMONT DEPARTMENT OF CORRE,NEWPORT,VT
36.978971,-122.023575,SCRUZCA,SANTA CRUZ COUNTY MAIN JAIL,SANTA CRUZ,CA
40.714936,-74.003227,NYCHOLD,NYC FIELD OFFICE,NEW YORK,NY
35.557616,-105.227867,SANMINM,SAN MIGUEL COUNTY DETENTION CENTER,LAS VEGAS,NM
43.245578,-78.192315,ORLEANY,ORLEANS COUNTY JAIL,ALBION,NY
40.501847,-89.666949,BOPPEK,PEKIN FEDERAL CORRECTIONAL INSTITUTE,PEKIN,IL
31.26313,-81.965398,BOPJES,JESUP FEDERAL CORRECTIONAL INSTITUTE,JESUP,GA
61.187975,-149.833344,AKMCYOU,MCLAUGHLIN YOUTH CENTER,ANCHORAGE,AK
28.846068,-82.477517,CITRUFL,CITRUS COUNTY JAIL,LECANTO,FL
31.601418,-91.557508,CONCOLA,CONCORDIA PARISH C C,FERRIDAY,LA
39.628365,-107.540621,QLTYGCO,QUALITY INN,GLENWOOD SPRINGS,CO
26.917575,-82.007075,CHRLTFL,CHARLOTTE COUNTY JAIL,PUNTA GORDA,FL
40.157189,-103.192891,WASHICO,WASHINGTON COUNTY JAIL,AKRON,CO
41.77004,-87.690722,HLYCHIL,HOLY CROSS HOSPITAL,CHICAGO,IL
45.075713,-123.388692,BOPSHE,SHERIDAN FEDERAL CORRECTIONAL INSTITUTE,SHERIDAN,OR
32.676805,-114.650223,YUJUVAZ,YUMA COUNTY JUVENILE CENTER,YUMA,AZ
39.269042,-121.664668,CACFLEO,CCF/LEO CHESNEY,LIVE OAK,CA
29.961475,-90.093336,OPJUVLA,ORLEANS PARISH JUVENILE FACILITY,NEW ORLEANS,LA
29.961475,-90.093336,ORPARLA,ORLEANS PARISH SHERIFF,NEW ORLEANS,LA
29.987328,-95.342219,IAHSFTX,GEORGE BUSH INTERCONTINENTAL,HOUSTON,TX
34.350463,-86.312056,DEKABAL,DEKALB COUNTY JAIL,FT PAYNE,AL
32.793377,-117.154272,JHALLCA,SAN DIEGO,SAN DIEGO,CA
36.926409,-79.096248,NHSPCON,NEW HAMPSHIRE STATE PENITENTIARY (CONCORD),CONCORD,NH
34.584701,-112.436111,YAVCVAZ,YAVAPAI COUNTY DETENTION CENTER,CAMP VERDE,AZ
42.017432,-72.591981,CTROBCI,ROBINSON CORRECTIONAL INSTITUTE,ENFIELD,CT
36.090703,-78.32025,FRANKNC,FRANKLIN COUNTY DETENTION CENTER,LOUISBURG,NC
38.796237,-104.795312,CODCCSP,COLO DEPARTMENT OF CORRECTIONS,COLO. SPGS,CO
30.52336,-91.180731,EBATOLA,EAST BATON ROUGE JAIL,SCOTLANDVILLE,LA
42.028027,-72.501359,CTNRNCI,NORTHERN CORRECTIONAL INSTITUTE,SOMERS,CT
42.139834,-83.178207,TRENTMI,TRENTON CITY JAIL,TRENTON,MI
53.871319,-166.541061,DUTCHAK,UNALASKA CITY JAIL,UNALASKA,AK
45.784022,-108.509485,BILHOLD,BILLINGS HOLD ROOM,BILLINGS,MT
33.981397,-83.97527,GWINNGA,GWINNETT COUNTY JAIL,LAWRENCEVILLE,GA
44.860114,-93.230838,SPMHOLD,US INS/DETENTION & DEPORTATION,BLOOMINGTON,MN
40.54789,-74.226573,NYARTHC,ARTHUR KILL CORRECTIONAL FACILITY,STATEN ISLAND,NY
32.585472,-90.045389,MADISMS,MADISON COUNTY,CANTON,MS
33.429612,-112.122672,MCESTAZ,MARICOPA ESTRELLA - PHO,PHOENIX,AZ
39.841361,-105.483078,GILPICO,GILPIN COUNTY SHERIFF,GOLDEN,CO
37.99687,-122.529444,MARINCA,MARIN COUNTY,SAN RAFAEL,CA
35.40948,-80.578092,CBRRSNC,CABARRUS COUNTY JAIL,CONCORD,NC
39.989002,-75.399586,FRACOVT,FRANKLIN COUNTY JAIL (VERMONT),SAINT ALBANS,VT
37.48774,-122.232357,SMATECA,SAN MATEO CO JAIL,REDWOOD CITY,CA
38.695637,-80.657354,CENTRWV,CENTRAL REGIONAL JAIL,SUTTON,WV
30.673516,-96.371178,BRAZOTX,BRAZOS COUNTY JAIL,BRYAN,TX
31.337459,-94.727097,LUFKNTX,LUFKIN POLICE DEPARTMENT,LUFKIN,TX
31.592504,-102.889923,WARCOTX,WARD COUNTY JAIL,MONAHANS,TX
30.269235,-97.739695,AUSHOLD,AUSTIN DRO HOLD ROOM,AUSTIN,TX
43.548703,-96.724368,SFDHOLD,SIOUX FALLS HOLD ROOM,SIOUX FALLS,SD
32.515898,-93.749405,USMWDLA,"US MARSHALS, W.D. L.A.",SHREVEPORT,LA
37.084185,-84.624663,PULASKY,PULASKI COUNTY DETENTION CENTER,SOMERSET,KY
30.005964,-91.81835,IBERILA,IBERIA PARISH JAIL,NEW IBERIA,LA
34.054191,-118.240207,BOPLOS,LOS ANGELES MET.DETENTION,LOS ANGELES,CA
28.038934,-97.510444,SANPATX,SAN PATRICIO COUNTY JAIL,SINTON,TX
43.808803,-99.333112,BRULESD,BRULE COUNTY JAIL,CHAMBERLAIN,SD
32.096092,-96.468277,NAVARTX,NAVARRO CO JAIL,CORSICANA,TX
40.428702,-79.969405,PITHOLD,PITTSBURGH HOLD ROOM,PITTSBURGH,PA
42.251525,-78.800673,CATTANY,CATTARAUGUS COUNTY JAIL,LITTLE VALLEY,NY
40.279789,-86.49664,CLINTIN,CLINTON COUNTY JAIL,FRANKFORT,IN
44.796378,-93.527667,SCOTTMN,SCOTT COUNTY JAIL,SHAKOPEE,MN
31.043081,-104.830975,CULBETX,CULBERSON COUNTY,VAN HORN,TX
33.622887,-97.147044,COOKETX,COOKE COUNTY JAIL,GAINSVILLE,TX
33.652546,-117.912111,COSTACA,COSTA MESA COLLEGE HOSPITAL,COSTA MESA,CA
41.059716,-94.361562,UNIONIA,UNION COUNTY JAIL,CRESTON,IA
48.840519,-95.767949,ROSEAMN,ROSEAU COUNTY JAIL,ROSEAU,MN
41.152704,-100.759522,LINCONE,LINCOLN COUNTY JAIL,NORTH PLATTE,NE
39.088616,-84.50895,KENTOKY,KENTON COUNTY JAIL,COVINGTON,KY
57.051998,-135.33359,SITKAAK,SITKA CITY JAIL,SITKA,AK
37.967369,-100.87641,FINNEKS,FINNEY COUNTY JAIL,GARDEN CITY,KS
33.155082,-94.970512,TITUSTX,TITUS COUNTY JAIL,MT. PLEASANT,TX
40.733605,-73.981013,ISHOSNY,BETH ISRAEL HOSPITAL,NEW YORK,NY
42.933853,-78.540656,NYBUFFC,BUFFALO CORRECTIONAL FACILITY,ALDEN,NY
30.639947,-97.680002,WILLITX,WILLIAMSON COUNTY JAIL,GEORGETOWN,TX
30.358683,-103.664263,BREWSTX,BREWSTER COUNTY JAIL,ALPINE,TX
40.148123,-111.656788,PRUHOLD,PROVO HOLD ROOM,SPANISH FORK,UT
48.79388,-97.62231,PEMBIND,PEMBINA COUNTY JAIL,CAVALIER,ND
41.136779,-104.819386,CHYHOLD,CHEYENNE HOLDROOM,CHEYENNE,WY
41.263674,-79.434105,CLARIPA,CLARION COUNTY CORRECTIONS,SHIPPENVILLE,PA
42.29645,-83.346869,MIWPRPH,WALTER REUTHER PSYCHIATRIC CENTER,WESTLAND,MI
40.078833,-102.220652,YUMAJCO,YUMA COUNTY JAIL,WRAY,CO
43.047041,-87.908473,MILHOLD,MILWAUKEE HOLDROOM,MILWAUKEE,WI
30.306837,-104.019674,PRESITX,PRESIDIO COUNTY JAIL,MARFA,TX
47.198962,-114.890816,MINERMT,MINERAL COUNTY JAIL,SUPERIOR,MT
42.325454,-122.876815,MEDHOLD,MEDFORD SUB-OFFICE,MEDFORD,OR
42.887582,-85.859028,OTTAWMI,OTTAWA COUNTY,HUDSONVILLE,MI
29.488584,-98.526053,BRIJUTX,THE BRIDGE (YOUTH ALTERNATIVE),SAN ANTONIO,TX
36.508925,-86.881771,ROBERTN,ROBERTSON COUNTY,SPRINGFIELD,TN
38.284302,-85.824698,FLOYDIN,FLOYD COUNTY JAIL,NEW ALBANY,IN
46.14743,-122.915414,COWLIWA,COWLITZ COUNTY JAIL,KELSO,WA
33.427069,-112.124006,MCTOWAZ,MARICOPA TOWERS - PHO,PHOENIX,AZ
46.355789,-94.205239,CROWGMN,CROW WING COUNTY JAIL,BRAINERD,MN
48.357504,-107.877744,PHILLMT,PHILLIPS COUNTY JAIL (MONTANA),MALTA,MT
48.827263,-100.442152,BOTTIND,BOTTINEAU COUNTY JAIL,BOTTINEAU,ND
40.702608,-111.922735,SLOXBUT,SALT LAKE COUNTY OXBOW JAIL,SALT LAKE CITY,UT
44.303003,-96.793566,BROOKSD,BROOKINGS COUNTY JAIL (SOUTH DAKOTA),BROOKINGS,SD
32.683286,-97.285835,BOPFTW,FORT WORTH FEDERAL MEDICAL CENTER,FT. WORTH,TX
28.468655,-82.579552,ESCAMAL,ESCAMBIA COUNTY DETENTION CENTER,BREWTON,AL
45.755378,-108.502314,YELLOMT,YELLOWSTONE COUNTY JAIL,BILLINGS,MT
43.014366,-71.510862,NHSPWOM,NEW HAMPSHIRE,GOFFSTOWN,NH
31.421863,-100.463993,SAGHOLD,SAN ANGELO HOLDROOM,SAN ANGELO,TX
37.237201,-107.87391,DURHOLD,DURANGO HOLDROOM,DURANGO,CO
37.491108,-86.25848,GRYDCKY,GRAYSON COUNTY DETENTION CENTER,LEITCHFIELD,KY
42.809773,-73.939627,SCHNENY,SCHNECTADY COUNTY JAIL,SCHNECTADY,NY
34.059719,-118.125826,MTPPDCA,MONTEREY PARK CITY JAIL,MONTEREY PARK,CA
42.221916,-121.750458,KLAMCOR,KLAMATH COUNTY JAIL,KLAMATH FALLS,OR
33.427067,-112.129066,DURJFAZ,MARICOPA DURANGO - PHO,PHOENIX,AZ
26.673068,-80.092157,PALMBFL,PALM BEACH COUNTY JAIL,WEST PALM BEACH,FL
36.072718,-79.793162,USMMDNC,US MARSHALS MIDDLE DISTRICT,GREENSBORO,NC
46.463339,-84.249123,SSMHOLD,SAULT SAINTE MARIE HOLDROOM,SAULT STE. MARIE,MI
33.422542,-112.13236,MCLBJAZ,MARICOPA LOWER BUCKEYE JAIL- PHO,PHOENIX,AZ
43.416456,-71.657643,MERRINH,MERRIMACK COUNTY JAIL,BOSCAWAN,NH
32.748919,-115.561618,IMPCOCA,IMPERIAL COUNTY JAIL,EL CENTRO,CA
35.75395,-83.968523,BLOJVTN,BLOUNT COUNTY JUVENILE DETENTION CENTER,MARYVILLE,TN
25.778078,-80.193509,BOPMIM,MIAMI FEDERAL DETENTION,MIAMI,FL
41.020896,-92.414962,WAPLOIA,WAPELLO COUNTY JAIL,OTTUMWA,IA
36.66488,-84.43911,BOPMCR,MCCREARY USP,PINE KNOT,KY
41.389115,-81.443018,SOLONOH,SOLON CITY JAIL,SOLON,OH
38.09764,-84.566189,BOPLEX,LEXINTON FEDERAL MEDICAL CENTER,LEXINGTON,KY
41.158446,-104.560379,JWYTHWY,JEFFREY WARDLE YOUTH CENTER,CHEYENNE,WY
48.178536,-117.057896,PENDOWA,PEND ORIELLE CORRECTIONAL FACILITY,NEWPORT,WA
42.343346,-83.009676,DETHOLD,"U.S. IMMIGRATION, DETROIT",DETROIT,MI
39.839256,-88.953008,MACONIL,MACON COUNTY JUVENILE FACILITY,DECATUR,IL
36.076179,-115.102538,LVGHOLD,LAS VEGAS HOLD ROOM,LAS VEGAS,NV
43.177442,-73.316876,WASCONY,WASHINGTON COUNTY JAIL,FORT EDWARD,NY
61.601706,-149.110319,AKMATSU,MAT-SU PRETRIAL,PALMER,AK
44.047137,-123.021562,SPRNGOR,SPRINGFIELD CITY JAIL,SPRINGFIELD,OR
47.321501,-119.55298,GRANTWA,GRANT COUNTY,EPHRATA,WA
41.538343,-73.101402,ADDCOVT,ADDISON COUNTY JAIL,MIDDLEBURY,VT
42.642207,-73.753072,EQXJVNY,EQUINOX SHELTER,ALBANY,NY
43.251466,-78.223409,NYORLNC,ORLEANS CORRECTIONAL,ALBION,NY
40.398482,-105.07266,LDFHOLD,LOVELAND HOLDROOM,LOVELAND,CO
33.480383,-112.078679,STJOSAZ,ST JOSEPHS HOSPITAL,PHOENIX,AZ
27.166719,-80.225016,STUHOLD,STUART HOLD ROOM,STUART,FL
42.387944,-83.045724,WAYNEMI,WILLIAM DICKERSON FACILITY,DETROIT,MI
39.366173,-104.862298,DOUGLCO,DOUGLAS COUNTY JAIL,CASTLE ROCK,CO
38.046917,-93.701794,STCLAMO,ST. CLAIR COUNTY JAIL,OSCEOLA,MO
34.676676,-120.496637,BOPLOF,LOMPOC FEDERAL CORRECTIONAL INSTITUTE,LOMPOC,CA
41.931888,-83.459742,MOYOUMI,MONROE COUNTY YOUTH CENTER,MONROE,MI
29.24862,-95.426878,BRAZITX,BRAZORIA COUNTY DETENTION,ANGELTON,TX
30.831411,-85.189884,BOPMNA,MARIANNA FEDERAL CORRECTIONAL INSTITUTE,MARIANNA,FL
44.854147,-73.133491,NWSCFVT,NORTHWEST STATE CORRECTIONAL FACILITY,SWANTON,VT
39.615116,-105.012314,ARAPACO,ARAPAHOE COUNTY JAIL,LITTLETON,CO
42.912447,-78.867935,CMPJVNY,COMPASS HOUSE SHELTER,BUFFALO,NY
34.501732,-109.364467,APACHAZ,APACHE COUNTY JAIL,ST JOHNS,AZ
32.231901,-101.512716,BSCORTX,BSCC AIRPARK UNIT,BIG SPRING,TX
42.274683,-88.399006,CNTGRIL,CENTEGRA HOSPITAL,WOODSTOCK,IL
33.361357,-104.505641,CHAVENM,CHAVEZ DETENTION CENTER,ROSWELL,NM
32.231901,-101.512716,BSCDRTX,BSCC CEDAR HILL UNIT,BIG SPRING,TX
40.085471,-104.984108,FCOHOLD,FREDERICK HOLDROOM,FREDERICK,CO
40.085471,-104.984108,FRDHOLD,FREDERICK HOLDROOM,FREDERICK,CO
