award_id,recipient_name,recipient_city_name,recipient_state_name,current_total_value,potential_total_value_of_award,awarding_office_name,awarding_office_cat,naics_description,naics_cat,award_description
HSCEMR14P00021,24/7 Delivery Service,Houston,TX,82001.36,104912.96,Mission Support Dallas,Mission Support,Couriers And Express Delivery Services,Office Supplies And Services,IGF::OT::IGF - Houston Courier Contract
HSCEMR14P00006,"24/7 Enterprises, LLC",Mountainside,NJ,234051.6,234051.6,Mission Support Dallas,Mission Support,All Other Transit And Ground Passenger Transportation,Transportation,"Van Transportation Services Newark, NJ"
HSCETC14J00117,360 IT Integrated Solutions,Reston,VA,18323192.43,23123872.42,Mission Support Washington,Mission Support,"Data Processing, Hosting, And Related Services",IT,IGF::CT::IGF Ehr Operations and Maintenance Support Services
HSCETC16J00055,360 IT Integrated Solutions,Reston,VA,3353415.04,7758581.12,Information Technology Division,Information Technology,"Data Processing, Hosting, And Related Services",IT,"IGF::CT::IGF Design,Development,O&M Support for Student and Exchange Visitor Program External Training Application (SETA)"
HSCEMS15C00004,"360 Total Concept Consulting, Inc.",Oakland,CA,332776.08,575296.08,Mission Support Orlando,Mission Support,Office Administrative Services,Office Supplies And Services,IGF::OT::IGF Administrative Support Services
70CDCR18P00000058,7655762 Canada Inc,Montreal,,4865,4865,Detention Compliance And Removals,Detention Compliance And Removals,Sporting And Recreational Goods And Supplies Merchant Wholesalers,Sports And Recreation,Training Armor
HSCEMR12C00002,A. Harold And Associates LLC,Jacksonville,FL,1910766.88,1910766.88,Mission Support Dallas,Mission Support,Professional And Management Development Training,"Education, Research And Professional Development",IGF::CT::IGF - Spanish Language Instruction
HSCEMS17F00023,A2Z Supply Corp,Stevensville,MT,71052,71052,Mission Support Washington,Mission Support,All Other Miscellaneous Fabricated Metal Product Manufacturing,Trade Services/Machinery/Manufacturing,"300 Cases of 9MM Red Marker Ammo, Part # Ff9R2, for HSI&Ero @ $236.84/Case/500 Per Case for A Total of 150,000 Rounds."
HSCEMS17F00046,A2Z Supply Corp,Stevensville,MT,112890,112890,Mission Support Washington,Mission Support,All Other Miscellaneous Fabricated Metal Product Manufacturing,Trade Services/Machinery/Manufacturing,"Ammunition for .308 Ammunition Cases: 530 @ 200 Rounds Per Case Total Ammunition: 106,000 Round"
HSCEMS17F00050,A2Z Supply Corp,Stevensville,MT,41535,41535,Mission Support Washington,Mission Support,All Other Miscellaneous Fabricated Metal Product Manufacturing,Trade Services/Machinery/Manufacturing,.308 Ammunition Part 80715
HSCEMS12P00024,A2Z Supply Corp,Stevensville,MT,9105.6,9105.6,Mission Support Orlando,Mission Support,Ammunition (Except Small Arms) Manufacturing,Munitions And Armor,To Purchase 50 Bmg 660Gr Fmj - Part #Xm33C.
HSCEMS17P00025,A2Z Supply Corp,Stevensville,MT,9976.52,9976.52,Mission Support Washington,Mission Support,Ammunition (Except Small Arms) Manufacturing,Munitions And Armor,Ammo Type: 300 Win Mag 178 Grain Eld Match
HSCEMS16P00066,A2Z Supply Corp,Stevensville,MT,53151.93,53151.93,Mission Support Washington,Mission Support,Small Arms Ammunition Manufacturing,Munitions And Armor,.308 168Gr Hornady Tap Order for 247 Cases
HSCEMS17P00083,A2Z Supply Corp,Stevensville,MT,20118,20118,Mission Support Washington,Mission Support,Small Arms Ammunition Manufacturing,Munitions And Armor,.338 Lapua Ammunition
HSCEMS17P00093,A2Z Supply Corp,Stevensville,MT,37133.6,37133.6,Mission Support Washington,Mission Support,Small Arms Ammunition Manufacturing,Munitions And Armor,"152 CA of 6.5 Creedmoor 147 Grain Polymer TIP Boat Tail Eld Match Ammunition, Part #81501, $244.30 Per CA of 200 Rounds"
HSCEMS17P00104,A2Z Supply Corp,Stevensville,MT,63900,63900,Mission Support Washington,Mission Support,Small Arms Ammunition Manufacturing,Munitions And Armor,Hornady .308 168Gr Eld-M Tap Ar Ammunition for ICE HSI and Ero.
70CMSW18FR0000008,Aardvark,La Verne,CA,38153.6,38153.6,Mission Support Washington,Mission Support,Ammunition (Except Small Arms) Manufacturing,Munitions And Armor,Specialty Munitions.
70CMSW18FR0000030,Aardvark,La Verne,CA,50722.8,50722.8,Mission Support Washington,Mission Support,Ammunition (Except Small Arms) Manufacturing,Munitions And Armor,Required Specialty Munitions Re-Fit Kits.
70CMSW18FR0000031,Aardvark,La Verne,CA,95311.98,95311.98,Mission Support Washington,Mission Support,Ammunition (Except Small Arms) Manufacturing,Munitions And Armor,Specialty Munitions Re-Fit Kits for HSI Srt in the Field.
HSCEMS16J00007,Aardvark,La Verne,CA,9229.3,9229.3,Mission Support Washington,Mission Support,Ammunition (Except Small Arms) Manufacturing,Munitions And Armor,Specialty Munitions.
HSCEMS17F00018,Aardvark,La Verne,CA,262194.92,262194.92,Mission Support Washington,Mission Support,Apparel Accessories And Other Apparel Manufacturing,Apparel/Luggage/Leather Goods,Procurement of Taser Cew Parts
HSCEMS17F00039,Aardvark,La Verne,CA,147687.7,147687.7,Mission Support Washington,Mission Support,Apparel Accessories And Other Apparel Manufacturing,Apparel/Luggage/Leather Goods,Purchase Tazers and Acessories
HSCEMS17F00073,Aardvark,La Verne,CA,2071627.6,2071627.6,Mission Support Washington,Mission Support,Apparel Accessories And Other Apparel Manufacturing,Apparel/Luggage/Leather Goods,Taser Units and Accessories
HSCEMS16J00102,Aardvark,La Verne,CA,35210,35210,Mission Support Washington,Mission Support,"Small Arms, Ordnance, And Ordnance Accessories Manufacturing",Munitions And Armor,Speciality Munitions Taser Parts (Based Off of CBP Taser Idiq HSBP10-14-D-00035) for Fps
HSCEMS17J00160,Aardvark,La Verne,CA,226011.5,226011.5,Mission Support Washington,Mission Support,"Small Arms, Ordnance, And Ordnance Accessories Manufacturing",Munitions And Armor,Supply Replenishment for Fps and ICE Tasers for Training and Field Use
70CDCR18FR0000026,"ABM Federal Sales, Inc.",Chesterfield,MO,15076.86,15076.86,Detention Compliance And Removals,Detention Compliance And Removals,"Photographic Film, Paper, Plate, And Chemical Manufacturing",Av And Telecom,Goods Toners
70CDCR18P00000051,ABM Industries Incorporated,New York,NY,16320,16320,Detention Compliance And Removals,Detention Compliance And Removals,Parking Lots And Garages,Transportation,Lease Continuation of (8) Parking Spaces for Government Vehicles Located at 333 South Miami Ave.
70CDCR18P00000096,"ABM Industry Groups, LLC",Sugar Land,TX,36625,36625,Detention Compliance And Removals,Detention Compliance And Removals,Parking Lots And Garages,Transportation,IGF::OT::IGF Parking
HSCEDM17P00018,"ABM Industry Groups, LLC",Sugar Land,TX,46000,46000,Detention Compliance And Removals,Detention Compliance And Removals,Parking Lots And Garages,Transportation,IGF::OT::IGF Parking
70CMSD18P00000070,Acams Inc,Miami,FL,5000,5000,Mission Support Dallas,Mission Support,Professional And Management Development Training,"Education, Research And Professional Development",Ifpcu Cornerstone Outreach&Collaboration
HSCEMD17P00009,Accessdata Group Inc.,Lindon,UT,21000,21000,Mission Support Dallas,Mission Support,Computer Training,IT,IGF::OT::IGF Access Database Bootcamp Training for Hero Participants
70CMSD18P00000008,"Ace Parking Management, Inc.",San Diego,CA,9900,9900,Mission Support Dallas,Mission Support,Parking Lots And Garages,Transportation,IGF::OT::IGF Parking Spaces
HSCEMR13C00003,"Ace Parking Management, Inc.",San Diego,CA,588000.6,588000.6,Mission Support Dallas,Mission Support,Parking Lots And Garages,Transportation,IGF::OT::IGF L'Enfant Parking Plaza 40 Spaces
HSCEMR14P00001,"Ace Parking Management, Inc.",San Diego,CA,20367,20367,Mission Support Dallas,Mission Support,Parking Lots And Garages,Transportation,IGF::OT::IGF Parking for Opr Seattle
HSCEMS17C00004,"Ace Parking Management, Inc.",San Diego,CA,354000,848100,Mission Support Washington,Mission Support,Parking Lots And Garages,Transportation,IGF::OT::IGF Parking for 45 Unreserved Spaces at 950 L'Enfant Plaza
HSCEMD16F00103,Acorn Office Products LLC,Lake Hopatcong,NJ,5633,5633,Mission Support Dallas,Mission Support,Office Machinery Manufacturing,Office Supplies And Services,Awards and Wall Commissions
HSCEMS16P00061,"Acorn Office Products, LLC",Lake Hopatcong,NJ,4972.48,4972.48,Mission Support Washington,Mission Support,"Household Appliances, Electric Housewares, And Consumer Electronics Merchant Wholesalers",Office Supplies And Services,Televisions and Accessories for the Director and Branch Chiefs of Cfo-Obp.
HSCEDM14P00095,Act Services Corp,Fitchburg,MA,37080,37080,Detention Management - Laguna,Detention Management,Janitorial Services,Trade Services/Machinery/Manufacturing,IGF::OT::IGF Janitorial Services at the Calipatria Trailer.
70CTD018FR0000049,"Actionable Intelligence Technologies, Inc.",Sterling,VA,7857.5,7857.5,Information Technology Division,Information Technology,Software Publishers,IT,Mission Critical Requirement for Software That Will Be Used By the Financial Undercover Group to Analyze Bank Accounts During Ongoing Investigations.
70CTD018FR0000089,"Acuity, Inc.",Washington,DC,1830880.32,7433266.32,Information Technology Division,Information Technology,"Data Processing, Hosting, And Related Services",IT,IGF::CT::IGF Sevis School/Program Certification and Designation (CAD)
HSCETC15J00064,"Acuity, Inc.",Washington,DC,1160801.52,2032941.48,Mission Support Washington,Mission Support,"Data Processing, Hosting, And Related Services",IT,IGF::CT::IGF Sevp Admissibility Indicator O&M Support Services
HSCETC17J00024,"Acuity, Inc.",Washington,DC,5576137,11865530,Information Technology Division,Information Technology,"Data Processing, Hosting, And Related Services",IT,IGF::OT::IGF ICE Data Reporting System (IDRS) Operations and Maintenance (O&M) Support Services
HSCEMD17P00024,"Adams Evidence Grade Technology, Inc.",Utopia,TX,3766.5,3766.5,Mission Support Dallas,Mission Support,Blank Magnetic And Optical Recording Media Manufacturing,Av And Telecom,Blu-Ray Dvds to Store Agent Generated Evidence
HSCEMD17F00233,Adapt Pharma Inc.,Radnor,PA,101310.72,101310.72,Mission Support Dallas,Mission Support,Pharmaceutical Preparation Manufacturing,Health And Personal Care,Narcan
70CMSD18FR0000062,"Adaptive Digital Systems, Inc.",Newport Beach,CA,19519,19519,Mission Support Dallas,Mission Support,Audio And Video Equipment Manufacturing,Av And Telecom,Surveillance Equipment
70CMSD18FR0000067,"Adaptive Digital Systems, Inc.",Newport Beach,CA,294281,299942,Mission Support Dallas,Mission Support,Audio And Video Equipment Manufacturing,Av And Telecom,Electronic Surveillance Equipment
70CMSD18FR0000121,"Adaptive Digital Systems, Inc.",Newport Beach,CA,6045,6045,Mission Support Dallas,Mission Support,Audio And Video Equipment Manufacturing,Av And Telecom,Surveillance Equipment
HSCEMD17F00109,"Adaptive Digital Systems, Inc.",Newport Beach,CA,6400,6400,Mission Support Dallas,Mission Support,Audio And Video Equipment Manufacturing,Av And Telecom,Audio Video Equipment
70CMSD18P00000063,Adorama Inc.,New York,NY,5967.9,5967.9,Mission Support Dallas,Mission Support,Photographic And Photocopying Equipment Manufacturing,Trade Services/Machinery/Manufacturing,Cameras
70CMSD18P00000072,Adorama Inc.,New York,NY,5995,5995,Mission Support Dallas,Mission Support,Photographic And Photocopying Equipment Manufacturing,Trade Services/Machinery/Manufacturing,Adapter
70CMSD18P00000105,Advanced Defense Technologies Inc.,Baltimore,MD,9659.31,9659.31,Mission Support Dallas,Mission Support,Other Electronic Component Manufacturing,IT,Power Relay Boxes
HSCEDM17F00080,"Advanced Educational Products, Inc.",Buffalo,NY,6930.04,6930.04,Detention Compliance And Removals,Detention Compliance And Removals,Soap And Other Detergent Manufacturing,Health And Personal Care,Shampoo and Body Wash Packets
70CMSD18P00000055,Advanced Marketing & Sales Associates,Austin,TX,4130,4130,Mission Support Dallas,Mission Support,Audio And Video Equipment Manufacturing,Av And Telecom,Nagra 4Gb Ccr Recorder&Docking Station Kit
HSCETE13F00082,Advanced Technologies And Labo,Germantown,MD,4523836.46,4695078.68,Information Technology Division,Information Technology,Other Computer Related Services,IT,IGF::OT::IGF IT Services and Supplies for Video Engineering Services
HSCEMD17F00015,"Advanced Technology Group, Inc.",Atlanta,GA,10675,10675,Mission Support Dallas,Mission Support,Computer Training,IT,Training Vouchers
HSCEMR16P00030,"Aero Mobility, Inc.",Anaheim,CA,31030,31030,Mission Support Orlando,Mission Support,Motor Vehicle Seating And Interior Trim Manufacturing,Transportation,Handicap Vehicle Conversion Kit for Vehicle Purchased Under Hscemr-16-X-Ac012
HSCEMD13P00013,"Aerostar Airport Holdings, LLC",Carolina,PR,24000,24000,Detention Compliance And Removals,Detention Compliance And Removals,Parking Lots And Garages,Transportation,IGF::OT::IGF Parking at the Luis Munoz Marin International Airport.
HSCEDM17F00010,Af&S Products And Services Limited Liability Company,Palm Desert,CA,8969.4,8969.4,Detention Compliance And Removals,Detention Compliance And Removals,All Other Miscellaneous Chemical Product And Preparation Manufacturing,Trade Services/Machinery/Manufacturing,Noncombustible Lids to Cover Waste Containers at the Port Isabel Detention Facility.
HSCEMS17F00069,"Affordable Interior Systems, Inc.",Leominster,MA,3369.6,3369.6,Mission Support Washington,Mission Support,Office Furniture (Except Wood) Manufacturing,Office Supplies And Services,Chairs for OHC HQ Offices
70CDCR18FR0000003,"Ahtna Support And Training Services, LLC",Anchorage,AK,35319616.42,35319616.42,Detention Compliance And Removals,Detention Compliance And Removals,Security Guards And Patrol Services,Carceral And Surveillance Services,IGF::CT::IGF Guard Services for PIDC
HSCEDM15D00001,"Ahtna Support And Training Services, LLC",Anchorage,AK,,326808585.5,Detention Management - Laguna,Detention Management,Security Guards And Patrol Services,Carceral And Surveillance Services,IGF::CT::IGF Guard Services
HSCEDM17J00007,"Ahtna Support And Training Services, LLC",Anchorage,AK,49125180.94,49125180.94,Detention Management - Laguna,Detention Management,Security Guards And Patrol Services,Carceral And Surveillance Services,IGF::CT::IGF PiDC Guard and Food Service Contract
70CMSD18FR0000025,Ahura Scientific Inc.,Tewksbury,MA,173162.72,173162.72,Mission Support Dallas,Mission Support,Analytical Laboratory Instrument Manufacturing,Trade Services/Machinery/Manufacturing,Portable Drug Detection Analyzer
70CMSD18FR0000064,Ahura Scientific Inc.,Tewksbury,MA,27998.61,27998.61,Mission Support Dallas,Mission Support,Analytical Laboratory Instrument Manufacturing,Trade Services/Machinery/Manufacturing,Narcotics Test Kit
HSCEMD17F00007,Ahura Scientific Inc.,Tewksbury,MA,43148.48,43148.48,Mission Support Dallas,Mission Support,Analytical Laboratory Instrument Manufacturing,Trade Services/Machinery/Manufacturing,Narcotics Detection Devices
HSCEMD17F00117,Ahura Scientific Inc.,Tewksbury,MA,43935.16,43935.16,Mission Support Dallas,Mission Support,Analytical Laboratory Instrument Manufacturing,Trade Services/Machinery/Manufacturing,Narcotics Analyzer Closeout
HSCEMD17F00137,Ahura Scientific Inc.,Tewksbury,MA,117128.96,117128.96,Mission Support Dallas,Mission Support,Analytical Laboratory Instrument Manufacturing,Trade Services/Machinery/Manufacturing,Supply of A Spectrometer
HSCEMS17F00016,Ahura Scientific Inc.,Tewksbury,MA,117128.46,117128.46,Mission Support Washington,Mission Support,Analytical Laboratory Instrument Manufacturing,Trade Services/Machinery/Manufacturing,Thermo Fisher Scientific Gemini Unit With A 5-Yr Warranty Including Replacement.
HSCEMS17P00088,"Aiken, R P & Son",Altoona,PA,21991.43,21991.43,Mission Support Washington,Mission Support,Electrical Contractors And Other Wiring Installation Contractors,Trade Services/Machinery/Manufacturing,IGF::OT::IGF - Altoona Lighting Upgrade
HSCEMS14P00051,"Aimpoint, Inc.",Chantilly,VA,146998.4,146998.4,Mission Support Orlando,Mission Support,"Small Arms, Ordnance, And Ordnance Accessories Manufacturing",Munitions And Armor,Aimpoint Micro H-1 (2 Moa Lrp With 39MM Spacer in Box). Part # 200158.
HSCEDM12P00070,Air Management Solutions Inc,Powder Springs,GA,363383.4,372745.42,Detention Compliance And Removals,Detention Compliance And Removals,Air Purification Equipment Manufacturing,Trade Services/Machinery/Manufacturing,IGF::OT::IGF Air Testing - 6 Month Extension
70CDCR18P00000043,Air Management Solutions Inc,Powder Springs,GA,60566.08,324563.54,Detention Compliance And Removals,Detention Compliance And Removals,Industrial And Commercial Fan And Blower And Air Purification Equipment Manufacturing,Trade Services/Machinery/Manufacturing,Airborne Infection Isolation Room (AIIR) Maintenance and Certification
HSCECR17F00001,"Aircraft Transport Services, Inc.",Palm City,FL,13294869,23597767,Detention Compliance And Removals,Detention Compliance And Removals,Nonscheduled Chartered Passenger Air Transportation,Transportation,IGF::OT::IGF Long Range International Charter Flights
70CDCR18FR0000020,"Akima Global Services, LLC",Anchorage,AK,8252420,8252420,Detention Compliance And Removals,Detention Compliance And Removals,Security Guards And Patrol Services,Carceral And Surveillance Services,"IGF::CT::IGF Detention Support Services for the Buffalo Federal Detention Facility in Batavia, NY."
70CDCR18FR0000051,"Akima Global Services, LLC",Anchorage,AK,22368259.49,22368259.49,Detention Compliance And Removals,Detention Compliance And Removals,Security Guards And Patrol Services,Carceral And Surveillance Services,IGF::CT::IGF Detention Management Services for the Krome Service Processing Center
HSCEDM14D00002,"Akima Global Services, LLC",Anchorage,AK,,400990294,Detention Compliance And Removals,Detention Compliance And Removals,Security Guards And Patrol Services,Carceral And Surveillance Services,IGF::CT::IGF Rea for Krome Detention Center
HSCEDM15D00002,"Akima Global Services, LLC",Anchorage,AK,,243500301.8,Detention Management - Laguna,Detention Management,Security Guards And Patrol Services,Carceral And Surveillance Services,"IGF::CT::IGF Detention Support Services for the Buffalo Federal Detention Facility in Batavia, NY."
HSCEDM17J00014,"Akima Global Services, LLC",Anchorage,AK,25115817.4,25115817.4,Detention Compliance And Removals,Detention Compliance And Removals,Security Guards And Patrol Services,Carceral And Surveillance Services,IGF::CT::IGF Akima Global Services. Contract Hscedm-15-D-00002. Funding for Option Year 2 (Pop 02/01/17 - 01/31/18).
HSCEDM17J00016,"Akima Global Services, LLC",Anchorage,AK,49294991.23,49294991.23,Detention Compliance And Removals,Detention Compliance And Removals,Security Guards And Patrol Services,Carceral And Surveillance Services,IGF::CT::IGF Detention Management Services for the Krome Service Processing Center
70CTD018FR0000011,"Akira Technologies, Inc",Washington,DC,16067.04,16067.04,Information Technology Division,Information Technology,Other Computer Related Services,IT,IGF::OT::IGF Cisco Products
70CTD018FR0000050,"Akira Technologies, Inc",Washington,DC,456454.5,456454.5,Information Technology Division,Information Technology,Other Computer Related Services,IT,IGF::OT::IGF Firstsource Ii-Hubzone Socioeconomic Category
70CTD018FR0000063,"Akira Technologies, Inc",Washington,DC,5098.57,5098.57,Information Technology Division,Information Technology,Other Computer Related Services,IT,IGF::OT::IGF Firstsource Ii
70CTD018FR0000083,"Akira Technologies, Inc",Washington,DC,442538.28,442538.28,Information Technology Division,Information Technology,Other Computer Related Services,IT,IGF::OT::IGF Software
70CTD018FR0000104,"Akira Technologies, Inc",Washington,DC,3200,3200,Information Technology Division,Information Technology,Other Computer Related Services,IT,Renewal of 8 Tableau Licenses for Ocfo Personnel
70CTD018FR0000107,"Akira Technologies, Inc",Washington,DC,2790.46,2790.46,Information Technology Division,Information Technology,Other Computer Related Services,IT,IGF::OT::IGF Computers
HSCEMD17J00043,"Akira Technologies, Inc",Washington,DC,324999.99,324999.99,Mission Support Dallas,Mission Support,Other Computer Related Services,IT,Software Licenses
HSCEMD17J00112,"Akira Technologies, Inc",Washington,DC,14100,14100,Mission Support Dallas,Mission Support,Other Computer Related Services,IT,Biometric Finger Print Scanners
HSCEMD17J00125,"Akira Technologies, Inc",Washington,DC,14668.18,14668.18,Mission Support Dallas,Mission Support,Other Computer Related Services,IT,Computers
HSCETE14J00273,"Akira Technologies, Inc",Washington,DC,2126594.1,2582436.75,Information Technology Division,Information Technology,Other Computer Related Services,IT,IGF::OT::IGF Emergency Notification System
HSCETE15J00444,"Akira Technologies, Inc",Washington,DC,12852,12852,Information Technology Division,Information Technology,Other Computer Related Services,IT,Getdata Virtual Forensics Computing 2 Software Maintenance and Support
HSCETE17J00332,"Akira Technologies, Inc",Washington,DC,165784.28,248676.42,Information Technology Division,Information Technology,Other Computer Related Services,IT,IGF::OT::IGF Tableau Desktop Professional and Server Licenses and Maintenance Services
HSCETE17J00351,"Akira Technologies, Inc",Washington,DC,346612.81,346612.81,Information Technology Division,Information Technology,Other Computer Related Services,IT,IGF::OT::IGF Datameer Production License-Option Period Ii
HSCETE17J00390,"Akira Technologies, Inc",Washington,DC,66263.6,66263.6,Information Technology Division,Information Technology,Other Computer Related Services,IT,IGF::OT::IGF Wireless Lan Controller and Access Point Licenses and Support
70CMSD18P00000089,"Alert Holdings Group, Inc.",Honolulu,HI,6417.12,6417.12,Mission Support Dallas,Mission Support,Security Systems Services (Except Locksmiths),Carceral And Surveillance Services,IGF::OT::IGF Alarm Monitoring and Maintenance
HSCEMS10J00016,All Points Logistics Incorporated,Gainesville,GA,8750379.14,10078747.66,Mission Support Orlando,Mission Support,Other Computer Related Services,IT,"Tactical Communication Infrastructure, Subscriber Radios (Mobile and Portable), Parts and Accessories"
HSCEMS11J00080,All Points Logistics Incorporated,Gainesville,GA,6172000.41,6172000.41,Mission Support Orlando,Mission Support,Other Computer Related Services,IT,Regions 4&5 P25 Upgrade/Modernization - Equipment and Services
HSCEMS11J00086,All Points Logistics Incorporated,Gainesville,GA,3578859.09,3578859.09,Mission Support Orlando,Mission Support,Other Computer Related Services,IT,Project 25 Land Mobile Radio Network Zone Core Hub Infrastructure.
70CMSW18FC0000002,"Allclear Id, Inc.",Austin,TX,4326,4326,Mission Support Dallas,Mission Support,Investigation Services,Carceral And Surveillance Services,IGF::OT::IGF Notification and Credit Monitoring Services
70CDCR18FR0000014,Allied Modular Building Systems Incorporated,Orange,CA,3638.57,3638.57,Detention Compliance And Removals,Detention Compliance And Removals,Prefabricated Metal Building And Component Manufacturing,Trade Services/Machinery/Manufacturing,"Smoking Booth for 4250 Federal Drive, Batavia, NY 14020"
HSCEMD17F00213,Allworld Language Consultants Inc.,Rockville,MD,2205468.29,2205468.29,Mission Support Dallas,Mission Support,Translation And Interpretation Services,Legal /Court Services,IGF::OT::IGF Title III/General Translation and Transcriptions (T&T) Service
HSCEMS10F00036,ALON Incorporated,Springfield,VA,9164.05,9164.05,Mission Support Orlando,Mission Support,Administrative Management And General Management Consulting Services,Administration And Management Consulting,Services for ICE Ocio Budget Execution
HSCEMD15F00041,"Alta Language Services, Inc",Atlanta,GA,62415,79515,Mission Support Dallas,Mission Support,Translation And Interpretation Services,Legal /Court Services,IGF::OT::IGF Foreign Language Testing Services
HSCEMD17F00079,Altec Industries Inc,Birmingham,AL,798165,933068,Mission Support Dallas,Mission Support,Heavy Duty Truck Manufacturing,Transportation,Bucket Trucks
HSCEMD17F00227,"Altec Industries, Inc.",Birmingham,AL,660448.75,660448.75,Mission Support Dallas,Mission Support,Light Truck And Utility Vehicle Manufacturing,Transportation,Bucket Trucks
HSCEDM14F00011,"Alutiiq Diversified Services, LLC",Anchorage,AK,5135635.83,5573643.41,Detention Compliance And Removals,Detention Compliance And Removals,Administrative Management And General Management Consulting Services,Administration And Management Consulting,IGF::OT::IGF Facilites Maintenance Solicitation
70CMSD18P00000067,Amazon.Com LLC,Seattle,WA,11899.52,11899.52,Mission Support Dallas,Mission Support,Sporting And Recreational Goods And Supplies Merchant Wholesalers,Sports And Recreation,Rrt Supplies
HSCECR15P00012,"American Alarm & Communications, Inc.",Arlington,MA,56800,71000,Information Technology Division,Information Technology,Security Systems Services (Except Locksmiths),Carceral And Surveillance Services,IGF::OT::IGF Security System Maintenance Agreement
70CDCR18P00000016,"American Correctional Association, The",Alexandria,VA,18500,18500,Detention Compliance And Removals,Detention Compliance And Removals,"All Other Professional, Scientific, And Technical Services","Education, Research And Professional Development",Aca Re-Accreditation for Krome Spc.
70CDCR18P00000064,"American Correctional Association, The",Alexandria,VA,24500,24500,Detention Compliance And Removals,Detention Compliance And Removals,"All Other Professional, Scientific, And Technical Services","Education, Research And Professional Development",IGF::OT::IGF Reaccreditation Services for Florence Detention Center
HSCECR14J00010,"American Correctional Association, The",Alexandria,VA,57750,57750,Information Technology Division,Information Technology,"All Other Professional, Scientific, And Technical Services","Education, Research And Professional Development",IGF::OT::IGF Funding for Accreditation/Inspection Services for Ihsc for Fy13
HSCEDM17P00009,"American Correctional Association, The",Alexandria,VA,11550,11550,Detention Compliance And Removals,Detention Compliance And Removals,"All Other Professional, Scientific, And Technical Services","Education, Research And Professional Development",IGF::OT::IGF Aca Acreditation for the Buffalo Federal Detention Facility
HSCEDM17P00063,"American Correctional Association, The",Alexandria,VA,83000,83000,Detention Management - Laguna,Detention Management,"All Other Professional, Scientific, And Technical Services","Education, Research And Professional Development",IGF::CT::IGF Ihsc Aca Accreditation
HSCEMD17F00089,American Expediting Company,Philadelphia,PA,33572.7,81715.38,Mission Support Dallas,Mission Support,Local Messengers And Local Delivery,Office Supplies And Services,"Courier Services, Cleveland, Ohio"
70CDCR18P00000039,"American Firearms School, LLC",North Attleboro,MA,3000,16000,Detention Compliance And Removals,Detention Compliance And Removals,All Other Miscellaneous Schools And Instruction,"Education, Research And Professional Development",IGF::OT::IGF Firing Range Use
HSCEMR14P00004,American Immigration Lawyers Association,Washington,DC,53101.2,53101.2,Mission Support Dallas,Mission Support,Internet Publishing And Broadcasting And Web Search Portals,IT,Aila Link Licensing
70CDCR18FC0000002,"American Purchasing Services, LLC",Miramar,FL,623521.16,623521.16,Detention Compliance And Removals,Detention Compliance And Removals,"Medical, Dental, And Hospital Equipment And Supplies Merchant Wholesalers",Health And Personal Care,IGF::OT::IGF Medical Supplies for Ihsc Facilities (AMD)
70CDCR18FC0000024,"American Purchasing Services, LLC",Miramar,FL,5866.45,5866.45,Detention Compliance And Removals,Detention Compliance And Removals,"Medical, Dental, And Hospital Equipment And Supplies Merchant Wholesalers",Health And Personal Care,Defibrillation Pads and Lithium Batteries
HSCEDM16J00026,"American Purchasing Services, LLC",Miramar,FL,854980.84,854980.84,Detention Compliance And Removals,Detention Compliance And Removals,"Medical, Dental, And Hospital Equipment And Supplies Merchant Wholesalers",Health And Personal Care,IGF::OT::IGF Medical Supplies for Ihsc Facilities
HSCEMS17F00072,American Toner & Ink,Spring Lake,MN,23132.85,23132.85,Mission Support Washington,Mission Support,Carbon Paper And Inked Ribbon Manufacturing,Office Supplies And Services,IGF::OT::IGF Toner Supplies for ICE OFM HQ HP OEM
70CMSD18P00000082,Amped Software Inc.,Henderson,NV,6940,6940,Mission Support Dallas,Mission Support,Software Publishers,IT,Software
HSCEMS17F00063,Amron International Diving Supply Incorporated,Vista,CA,41593.5,41593.5,Mission Support Washington,Mission Support,Other Apparel Accessories And Other Apparel Manufacturing,Apparel/Luggage/Leather Goods,Purchase of Inflatable Floatation Device
HSCEMS16P00046,Ana-Lab Corporation,Kilgore,TX,11616,29040,Mission Support Washington,Mission Support,Water Supply And Irrigation Systems,Trade Services/Machinery/Manufacturing,IGF::CT::IGF Wastewater Sample Analysis Testing for Port Isabel Detention Center. Wastewater Testing is State Mandated. Base Year 9/1/16-8/31/17 With Four Option Years.
70CMSD18FR0000007,"Anacapa Micro Products, Inc.",Oxnard,CA,579.3,579.3,Mission Support Dallas,Mission Support,Other Computer Related Services,IT,IT Equipment
70CMSD18FR0000052,"Anacapa Micro Products, Inc.",Oxnard,CA,502289.2,502289.2,Mission Support Dallas,Mission Support,Other Computer Related Services,IT,Hard Drives
70CMSD18FR0000070,"Anacapa Micro Products, Inc.",Oxnard,CA,5189.2,5189.2,Mission Support Dallas,Mission Support,Other Computer Related Services,IT,Z5600 Plotter
70CTD018FR0000008,"Anacapa Micro Products, Inc.",Oxnard,CA,42910.61,80332.65,Information Technology Division,Information Technology,Other Computer Related Services,IT,IGF::OT::IGF Software
70CTD018FR0000009,"Anacapa Micro Products, Inc.",Oxnard,CA,47780.13,47780.13,Information Technology Division,Information Technology,Other Computer Related Services,IT,IGF::OT::IGF Bomgar Software
