award_id,recipient_name,recipient_city_name,recipient_state_name,current_total_value,potential_total_value_of_award,awarding_office_name,awarding_office_cat,naics_description,naics_cat,award_description
70CIT018FR0000003,Management Concepts Incorporated,Vienna,VA,4148,4148,Detention Compliance And Removals,Detention Compliance And Removals,Professional And Management Development Training,"Education, Research And Professional Development",Two Day On-Site Best Value Source Selection Class
HSCEMS17F00020,Management Concepts Incorporated,Vienna,VA,4499,4499,Mission Support Washington,Mission Support,Professional And Management Development Training,"Education, Research And Professional Development","IGF::OT::IGF New Group Training for A One Day, Instructor-Lead, Acquisition-Based, Refresher Course for Approx. 30 Ocio Acquisition Personnel"
70CMSW18P00000019,"Management Concepts, Inc.",Tysons Corner,VA,12000,12000,Mission Support Washington,Mission Support,Professional And Management Development Training,"Education, Research And Professional Development",To Offer Through Management Concepts A Budgeting and Accounting: Making the Connection Course for 30 Staff Members.
70CMSD18FC0000013,Mantech M S M Security Service,Chevy Chase,MD,1859613.6,1859613.6,Mission Support Dallas,Mission Support,"Human Resources Consulting Services (2007), Human Resources And Executive Search Consulting Services (2002)",Administration And Management Consulting,"IGF::CL,CT::IGF Background Investigation Non-Personal Services"
HSCEMR16J00011,Mantech M S M Security Service,Chevy Chase,MD,1233327.55,1233327.55,Mission Support Orlando,Mission Support,"Human Resources Consulting Services (2007), Human Resources And Executive Search Consulting Services (2002)",Administration And Management Consulting,IGF::OT::IGF Background Investigations
70CDCR18P00000025,"Marcon International, Inc.",Harrisburg,NC,10149,10149,Detention Compliance And Removals,Detention Compliance And Removals,Other Communications Equipment Manufacturing,Av And Telecom,Keyper Select Pius Electronic Key System
HSCEDM16P00097,"Marentco, Inc.",Mcallen,TX,3548,20872.64,Detention Management - Laguna,Detention Management,Other Commercial And Industrial Machinery And Equipment Rental And Leasing,Trade Services/Machinery/Manufacturing,IGF::OT::IGF Two Portable Restroom Units at Port Isabel Detention Center.
70CIT018P00000002,Marinus Analytics LLC,Pittsburgh,PA,20000,92820,Information Technology Division,Information Technology,Other Computer Related Services,IT,IGF::OT::IGF Sotware
70CMSD18P00000090,"Marquis Consulting Services, Inc.",Fort Wayne,IN,3600,19800,Mission Support Dallas,Mission Support,Custom Computer Programming Services,IT,Mission Critical - Hleirs Annual Subscription
HSCEMD17P00060,Matt Burns Ltd,Bristol,,28500,28500,Mission Support Dallas,Mission Support,Software Publishers,IT,IGF::OT::IGF Netclean
HSCEMR15J00012,Mavagi Enterprises Inc,San Antonio,TX,259272.72,259272.72,Mission Support Orlando,Mission Support,Janitorial Services,Trade Services/Machinery/Manufacturing,IGF::CT::IGF Mavagi Janitorial&Ground Maintenance
HSCEMS17J00167,Mavagi Enterprises Inc,San Antonio,TX,875434.2,875434.2,Mission Support Washington,Mission Support,Janitorial Services,Trade Services/Machinery/Manufacturing,Janitorial Services at Port Isabel Detention Center. Ability One
HSCEMS17J00175,Mavagi Enterprises Inc,San Antonio,TX,318508.8,318508.8,Mission Support Washington,Mission Support,Landscaping Services,Trade Services/Machinery/Manufacturing,PiDC Grounds Maintenance
HSCECR08P00008,Mavagi Enterprises Incorporated,San Antonio,TX,810334.46,1431432.48,Information Technology Division,Information Technology,Landscaping Services,Trade Services/Machinery/Manufacturing,"Ground Maintenance at PiDC - Add Funding to Clins 0010, 0019, 0020, 0021, 0022 and 0023 for October 2011 Through February 29, 2012."
HSCEDM17C00002,"Maxim Healthcare Services, Inc.",Columbia,MD,44358746.85,44358746.85,Detention Management - Laguna,Detention Management,Offices Of Physicians (Except Mental Health Specialists),Health And Personal Care,IGF::OT::IGF Ihsc Medical Services for Stfrc (Dilley)
HSCECR16F00004,"Mckinsey & Company, Inc. Washington D.C.",Washington,DC,3804198.35,4965569.74,Detention Compliance And Removals,Detention Compliance And Removals,Administrative Management And General Management Consulting Services,Administration And Management Consulting,Change Management and Management Consulting Services for Ero. IGF::OT::IGF
HSCECR17F00003,"Mckinsey & Company, Inc. Washington D.C.",Washington,DC,22766583.1,26840995.12,Detention Compliance And Removals,Detention Compliance And Removals,Administrative Management And General Management Consulting Services,Administration And Management Consulting,Integrated Management Consulting Services IGF::OT::IGF
HSCEMD14F00168,Mcmanis Associates Inc,Manassas,VA,2332727,2342727,Detention Compliance And Removals,Detention Compliance And Removals,Administrative Management And General Management Consulting Services,Administration And Management Consulting,IGF::CL::IFG Project Management Support
HSCEMD15F00158,Mcmanis Associates Inc.,Erie,PA,1863124.41,2097568.47,Mission Support Dallas,Mission Support,Engineering Services,Trade Services/Machinery/Manufacturing,IGF::CL::IFG Classified Connectivity Program Management Office Support Services
70CTD018FR0000062,Mcp Computer Products Inc.,San Marcos,CA,19392.8,19392.8,Information Technology Division,Information Technology,Other Computer Related Services,IT,IGF::OT::IGF Firstsource Ii - Edwosb Socioeconomic Category
HSCEMS17F00067,"Medalcraft Mint Inc., The",Green Bay,WI,61322.85,61322.85,Mission Support Washington,Mission Support,Commercial Printing (Except Screen And Books),Publicity And Publishing,IGF::OT::IGF Devices for Fy17 Directors Awards Ceremony
HSCEMD17J00029,"Medalcraft Mint, Inc, The",Green Bay,WI,4328,4328,Mission Support Dallas,Mission Support,Commercial Printing (Except Screen And Books),Publicity And Publishing,Ead Awards
HSCEMS14F00050,"Medalcraft Mint, Inc, The",Green Bay,WI,33625.35,33625.35,Mission Support Orlando,Mission Support,Commercial Printing (Except Screen And Books),Publicity And Publishing,Directors Awards Ceremony Devices
70CMSD18P00000014,"Mesa, City Of",Mesa,AZ,14800,44400,Mission Support Dallas,Mission Support,All Other Amusement And Recreation Industries,Sports And Recreation,IGF::OT::IGF Firearms Range Services
HSCEDM16J00032,"Metro Office Products, LLC",Nashville,TN,35935.2,61603.2,Detention Management - Laguna,Detention Management,Paper (Except Newsprint) Mills,Office Supplies And Services,IGF::OT::IGF Cases of Paper
HSCEMR17F00005,"Metro Office Solutions, Inc.",Belcamp,MD,8087.12,8087.12,Mission Support Orlando,Mission Support,Office Furniture (Except Wood) Manufacturing,Office Supplies And Services,IGF::OT::IGF Conference Rooms Chairs
HSCEMD17F00215,"Metropolitan Interpreters & Translators, Inc.",New York,NY,5726712.83,5726712.83,Mission Support Dallas,Mission Support,Translation And Interpretation Services,Legal /Court Services,IGF::OT::IGF Title III/General Translation and Transcriptions (T&T) Service
70CTD018P00000009,"Metrotec, Inc.",Purcellville,VA,3795,3795,Information Technology Division,Information Technology,Electrical Contractors And Other Wiring Installation Contractors,Trade Services/Machinery/Manufacturing,Igp Tv Monitors and Installations in Rooms 4098 and 4099
HSCETC16J00017,Microsoft Corporation Sitz In Redmond Corporation,Redmond,WA,3728190.59,6521191.74,Mission Support Washington,Mission Support,Other Computer Related Services,IT,IGF::CT::IGF Microsoft Support Services
HSCETC16J00040,Microsoft Corporation Sitz In Redmond Corporation,Redmond,WA,1460198.12,1565173.12,Information Technology Division,Information Technology,Other Computer Related Services,IT,IGF::CT::IGF Microsoft Services for Office 365 Implementation
70CMSD18P00000048,"Midwest Rescue Products, Inc.",Chardon,OH,7229,7229,Mission Support Dallas,Mission Support,All Other Miscellaneous Store Retailers (Except Tobacco Stores),Retail,Breachers Kit
70CDCR18FR0000032,"Midwest Security Services, Inc",Dayton,OH,5655.04,5655.04,Detention Compliance And Removals,Detention Compliance And Removals,"Automatic Environmental Control Manufacturing For Residential, Commercial, And Appliance Use",Trade Services/Machinery/Manufacturing,Repair Access Control System
HSCECR15J00003,Migrant Clinicians Network Inc,Austin,TX,453946.8,453946.8,Information Technology Division,Information Technology,Voluntary Health Organizations,Health And Personal Care,IGF::CT::IGF Tuberculosis Tracking System Services
70CDCR18P00000095,"MIL-COMM Group International, LLC",Freeland,MD,27075,27075,Detention Compliance And Removals,Detention Compliance And Removals,Fuel Dealers,Transportation,IGF::OT::IGF Fuel for PIDC
HSCEDM17C00004,Millennium Health & Fitness Inc.,Scottsdale,AZ,6768,27072,Detention Compliance And Removals,Detention Compliance And Removals,Fitness And Recreational Sports Centers,Sports And Recreation,Gym Memberships for Ero St. Louis Sub-Field Office
HSCEMS17F00032,Miracle Systems LLC,Arlington,VA,12685930.14,34147392.26,Mission Support Washington,Mission Support,Other Accounting Services,Financial Services,IGF::OT::IGF Financial Statement Reporting and Analysis
70CDCR18P00000049,Ml Click Marketing LLC,Phoenix,AZ,23749.28,23749.28,Detention Compliance And Removals,Detention Compliance And Removals,Footwear Manufacturing,Apparel/Luggage/Leather Goods,Canvas Slip-On Shoes for Detainees at the Port Isabel Detention Center Iaw Pbnds Standards
70CDCR18FR0000013,Ml Click Marketing LLC,Phoenix,AZ,6444,6444,Detention Compliance And Removals,Detention Compliance And Removals,Other Cut And Sew Apparel Manufacturing,Apparel/Luggage/Leather Goods,To Purchase Socks for Detainees
70CDCR18FR0000025,Ml Click Marketing LLC,Phoenix,AZ,4240,4240,Detention Compliance And Removals,Detention Compliance And Removals,Other Cut And Sew Apparel Manufacturing,Apparel/Luggage/Leather Goods,Goods Tube Socks
70CDCR18FR0000050,Ml Click Marketing LLC,Phoenix,AZ,27380,27380,Detention Compliance And Removals,Detention Compliance And Removals,Other Cut And Sew Apparel Manufacturing,Apparel/Luggage/Leather Goods,Goods
70CDCR18FR0000053,Ml Click Marketing LLC,Phoenix,AZ,16240.7,16240.7,Detention Compliance And Removals,Detention Compliance And Removals,Other Cut And Sew Apparel Manufacturing,Apparel/Luggage/Leather Goods,IGF::OT::IGF Men's Briefs for Port Isabel Detention Center
70CDCR18FR0000054,Ml Click Marketing LLC,Phoenix,AZ,11305,11305,Detention Compliance And Removals,Detention Compliance And Removals,Other Cut And Sew Apparel Manufacturing,Apparel/Luggage/Leather Goods,Socks are Needed for Detainee Welfare and to Meet Detention Standards at the Port Isabel Detention Center. the Detainee Population Has Increased Recently Making It Necessary to Increase Usage.
HSCETC13F00056,Mlinqs Limited Liability Company,Fairfax,VA,1047331.84,1112495.34,Mission Support Washington,Mission Support,Custom Computer Programming Services,IT,IGF::OT::IGF Permanent Change of Station PCs Software Licenses Cloud Hosting and Maintenance
70CMSD18C00000001,"Model Concept Communications, LLC",Reston,VA,278884.4,1571733.4,Information Technology Division,Information Technology,Professional And Management Development Training,"Education, Research And Professional Development",IGF::OT::IGF Investigative Interviewing Training
70CMSW18P00000017,"Model Concept Communications, LLC",Reston,VA,14622,20253,Mission Support Washington,Mission Support,Professional And Management Development Training,"Education, Research And Professional Development",Science-Based Interview Training for Ibft
70CMSW18P00000030,"Modular Concepts, Inc.",Fort Worth,TX,293946,293946,Mission Support Washington,Mission Support,Commercial And Institutional Building Construction,Trade Services/Machinery/Manufacturing,"Removal of Existing Recreation Building, Fabrication/Installation of New Modular Recreation Building at Florence Detention Spc"
HSCEMS17F00058,Montgomery Marketing Inc,Montgomery,AL,19288.7,19288.7,Mission Support Washington,Mission Support,Sporting And Athletic Goods Manufacturing,Sports And Recreation,Purchase of Stealth Tents
70CMSW18P00000004,"Montrose Air Quality Services, LLC",Irvine,CA,9529.7,9529.7,Mission Support Washington,Mission Support,Electrical Contractors And Other Wiring Installation Contractors,Trade Services/Machinery/Manufacturing,IGF::OT::IGF - El Centro Generator Source Test
HSCETE17P00036,"Mosaik Solutions, LLC",Memphis,TN,77950,116925,Information Technology Division,Information Technology,Computer And Computer Peripheral Equipment And Software Merchant Wholesalers,IT,IT Webservice
HSCEMD17P00057,"Motiondsp, Inc.",Burlingame,CA,51001.65,51001.65,Mission Support Dallas,Mission Support,Software Publishers,IT,Software Licenses and Support
70CMSD18P00000001,"Motor Vehicles, New York State Department Of",Albany,NY,15000,15000,Mission Support Dallas,Mission Support,"Regulation, Licensing, And Inspection Of Miscellaneous Commercial Sectors",Legal /Court Services,"Supply of License Plates, Registrations and Other Motorvehicle Requirements"
HSCEMD17P00001,"Motor Vehicles, New York State Department Of",Albany,NY,10825,10825,Mission Support Dallas,Mission Support,"Regulation, Licensing, And Inspection Of Miscellaneous Commercial Sectors",Legal /Court Services,Supply of License Plates and Registrations
HSCEMD08J00139,Motorola Incorporated,Columbia,MD,999999.49,999999.49,Detention Compliance And Removals,Detention Compliance And Removals,Radio And Television Broadcasting And Wireless Communications Equipment Manufacturing,Av And Telecom,"Procure Digital, Encrypted, Narrowband, Interoperable Iwn-Compatible Tactical Communications Equipment Parts and Infrastructure to Address Mission-Critical Requirements of ICE in El Paso and Within Other Systems Nationwide."
HSCEMD16J00008,"Motorola Solutions, Inc.",Columbia,MD,1853940.77,1853940.77,Mission Support Dallas,Mission Support,Radio And Television Broadcasting And Wireless Communications Equipment Manufacturing,Av And Telecom,Radio Equipment and Accessories.
HSCEMD17J00003,"Motorola Solutions, Inc.",Columbia,MD,63335.25,63335.25,Mission Support Dallas,Mission Support,Radio And Television Broadcasting And Wireless Communications Equipment Manufacturing,Av And Telecom,Subscriber Radios
HSCEMD17J00013,"Motorola Solutions, Inc.",Columbia,MD,12187,12187,Mission Support Dallas,Mission Support,Radio And Television Broadcasting And Wireless Communications Equipment Manufacturing,Av And Telecom,Viper Radio&Accessories
HSCEMD17J00018,"Motorola Solutions, Inc.",Columbia,MD,4527,4527,Mission Support Dallas,Mission Support,Radio And Television Broadcasting And Wireless Communications Equipment Manufacturing,Av And Telecom,IGF::CL::IFG Lead Generation Support Services. Pop Is: 9/01/17 to 8/31/18
HSCEMD17J00027,"Motorola Solutions, Inc.",Columbia,MD,86366.25,86366.25,Mission Support Dallas,Mission Support,Radio And Television Broadcasting And Wireless Communications Equipment Manufacturing,Av And Telecom,Subscriber Radios
HSCEMD17J00033,"Motorola Solutions, Inc.",Columbia,MD,36760.5,36760.5,Mission Support Dallas,Mission Support,Radio And Television Broadcasting And Wireless Communications Equipment Manufacturing,Av And Telecom,Supply of Portable Radios
HSCEMD17J00040,"Motorola Solutions, Inc.",Columbia,MD,9917.25,9917.25,Mission Support Dallas,Mission Support,Radio And Television Broadcasting And Wireless Communications Equipment Manufacturing,Av And Telecom,New Po;Interop Use With Other Partner Agencies to Enhance Officer Safety
HSCEMD17J00051,"Motorola Solutions, Inc.",Columbia,MD,11515.5,11515.5,Mission Support Dallas,Mission Support,Radio And Television Broadcasting And Wireless Communications Equipment Manufacturing,Av And Telecom,Supply of Portable Radios
HSCEMD17J00148,"Motorola Solutions, Inc.",Columbia,MD,5962,5962,Mission Support Dallas,Mission Support,Radio And Television Broadcasting And Wireless Communications Equipment Manufacturing,Av And Telecom,Supply of Portable Radios
HSCEMS16J00096,"Motorola Solutions, Inc.",Columbia,MD,2992767.49,2992767.49,Mission Support Washington,Mission Support,Radio And Television Broadcasting And Wireless Communications Equipment Manufacturing,Av And Telecom,IGF::OT::IGF Core Upgrade/Gps Project/Mobility Project Pop: 9/30/2016 - 9/29/2018
HSCEMS17J00177,"Motorola Solutions, Inc.",Columbia,MD,13301999.5,15334152.92,Mission Support Washington,Mission Support,Radio And Television Broadcasting And Wireless Communications Equipment Manufacturing,Av And Telecom,IGF::OT::IGF Tactical Communications (TACCOM) Program San Francisco Implementation Project
HSCEMD16P00099,"Mountain Rf Sensors, Inc",Fort Lauderdale,FL,38400,38400,Mission Support Dallas,Mission Support,Consumer Electronics Repair And Maintenance,Trade Services/Machinery/Manufacturing,IGF::CL::IFG Maintenance / Service Needed for Radio Receivers.
HSCEDM15P00060,"Musselshell, County Of",Roundup,MT,5751,6177,Detention Management - Laguna,Detention Management,Security Guards And Patrol Services,Carceral And Surveillance Services,"IGF::CT::IGF. Detainee Services at Musselshell County Jail, Mt"
HSCEMD17F00214,Mvm Incorporated,Ashburn,VA,6981680.29,6981680.29,Mission Support Dallas,Mission Support,Translation And Interpretation Services,Legal /Court Services,IGF::OT::IGF Title III/General Translation and Transcriptions (T&T) Service
HSCEMD17P00087,Mystaire Inc.,Creedmoor,NC,29000,72500,Mission Support Dallas,Mission Support,"All Other Professional, Scientific, And Technical Services","Education, Research And Professional Development",IGF::OT::IGF Extended Warranty On 5 Fingerprint Equipment
HSCETC16J00058,"Mythics, Inc",Virginia Beach,VA,3000806.8,3000806.8,Information Technology Division,Information Technology,Software Publishers,IT,IGF::CT::IGF Migrate Hyperion V9.3.3 Capabilities to Oracle Business Intelligence Enterprise Edition (OBIEE) 12C
HSCEMD12P00101,N California Regional Public Safety Training Authority,Mcclellan,CA,11428.13,11428.13,Detention Compliance And Removals,Detention Compliance And Removals,Other Technical And Trade Schools,"Education, Research And Professional Development",IGF::OT::IGF Firearms Range Usage Closeout
HSCEMD16P00054,N California Regional Public Safety Training Authority,Mcclellan,CA,17650,17650,Mission Support Dallas,Mission Support,Other Technical And Trade Schools,"Education, Research And Professional Development",IGF::OT::IGF Firearms Range Services
HSCETC15F00016,"N2Grate Government Technology Solutions, LLC",Greenbelt,MD,67373.64,106200.88,Mission Support Washington,Mission Support,Other Computer Related Services,IT,IGF::OT::IGF Cisco Smartnet Extended Service
HSCECR15F00008,"Nakamoto Group, Inc., The",Jefferson,MD,13804430.76,16148340.39,Information Technology Division,Information Technology,Administrative Management And General Management Consulting Services,Administration And Management Consulting,IGF::CT::IGF Ero\Dscu Detention Facilities Annual Inspections Program
HSCEDM10F00104,"Nakamoto Group, Inc., The",Jefferson,MD,2811188.64,3359762.25,Detention Compliance And Removals,Detention Compliance And Removals,Administrative Management And General Management Consulting Services,Administration And Management Consulting,Compliance Reviews for Detention Facilities
HSCECR16D00001,"Nakamoto Group, Inc., The",Jefferson,MD,,1433374.54,Detention Compliance And Removals,Detention Compliance And Removals,Facilities Support Services,Trade Services/Machinery/Manufacturing,Professional Auditing Services for Prison Rape Elimination Act(PREA) IGF::OT::IGF
HSCECR17J00001,"Nakamoto Group, Inc., The",Jefferson,MD,143900.53,143900.53,Detention Compliance And Removals,Detention Compliance And Removals,Facilities Support Services,Trade Services/Machinery/Manufacturing,Professional Auditing Services for Prison Rape Elimination Act(PREA)''IGF::OT::IGF''
HSCEMD17P00122,NAL Research Corp.,Manassas,VA,19550,19550,Mission Support Dallas,Mission Support,"Search, Detection, Navigation, Guidance, Aeronautical, And Nautical System And Instrument Manufacturing",Carceral And Surveillance Services,Nano Shout Tracking Devices
70CDCR18FR0000016,"National Business Furniture, LLC",Milwaukee,WI,5584.46,5584.46,Detention Compliance And Removals,Detention Compliance And Removals,Office Furniture (Except Wood) Manufacturing,Office Supplies And Services,Furniture
HSCECR14J00004,National Commission On Correctional Health Care,Chicago,IL,60659,60659,Information Technology Division,Information Technology,"All Other Professional, Scientific, And Technical Services","Education, Research And Professional Development",IGF::OT::IGF the National Commission of Correctional Health Care (Ncchc) Accreditation and Inspection Services for Ihsc Facilities
HSCEDM16J00031,National Commission On Correctional Health Care,Chicago,IL,53115,53115,Detention Management - Laguna,Detention Management,"All Other Professional, Scientific, And Technical Services","Education, Research And Professional Development",IGF::CT::IGF Accreditation and Reaccrediation Services
HSCEDM17P00066,National Commission On Correctional Health Care,Chicago,IL,109417,109417,Detention Compliance And Removals,Detention Compliance And Removals,"All Other Professional, Scientific, And Technical Services","Education, Research And Professional Development",IGF::CT::IGF Ihsc Ncchc Accreditation Services
HSCECR17P00009,National Law Enforcement Telecommunications Systems Inc,Phoenix,AZ,2021460,3032190,Detention Compliance And Removals,Detention Compliance And Removals,Wired Telecommunications Carriers,IT,IGF::OT::IGF Support for Modification of Nlets Notification System
70CDCR18P00000101,National Sheriffs' Association,Alexandria,VA,8500,8500,Detention Compliance And Removals,Detention Compliance And Removals,Convention And Trade Show Organizers,Misc,"Booth Rental for 2018 Nsa Conference, June 16-19, 2018 in New Orleans, LA"
HSCEMR17F00041,"Native Energy & Technology, Inc.",San Antonio,TX,25944103.07,51629821.46,Mission Support Orlando,Mission Support,Facilities Support Services,Trade Services/Machinery/Manufacturing,IGF::OT::IGF Operations and Maintenance at the Southeast Hub
HSCEMD08F00124,Nc4 Public Sector Limited Liability Company,Laguna Niguel,CA,17812.5,17812.5,Detention Compliance And Removals,Detention Compliance And Removals,Computer Training,IT,"Renewal of Esa Service for Sept. 1, 2008 to Aug. 31, 2009."
HSCEMR17P00004,Neal R Gross And Company Inc,Washington,DC,3490,3490,Mission Support Orlando,Mission Support,Court Reporting And Stenotype Services,Legal /Court Services,IGF::OT::IGF Court Reporter Service
HSCEMD17F00279,Nelson Enterprise Technology Services LLC,Fairfax,VA,81252.78,81252.78,Mission Support Dallas,Mission Support,Computer Facilities Management Services,IT,"IGF::OT::IGF, Senior Technical Writer Support Services"
HSCEDM12P00090,"Neo Technologies, Inc.",Baltimore,MD,18064.2,18064.2,Detention Compliance And Removals,Detention Compliance And Removals,Office Machinery And Equipment Rental And Leasing,Office Supplies And Services,Replace Existing Copier On Expired Lease
HSCETC17P00002,"Neostek, Inc",Arlington,VA,1777536.07,3988063.93,Information Technology Division,Information Technology,Custom Computer Programming Services,IT,IGF::OT::IGF Records and Information Management Services (RIM)
70CIT018FC0000001,"Net Direct Systems, LLC",Apex,NC,9898.98,9898.98,Detention Compliance And Removals,Detention Compliance And Removals,Other Computer Related Services,IT,The Request to Purchase Laptops for Opr. Equipment is Selected Based On the Ocio Approved Hardware List. ICE Client BPA Requisition #Hscete-11-A-00002. Laptops Will Be Utilized for New Employees.
70CIT018FC0000002,"Net Direct Systems, LLC",Apex,NC,222615,222615,Detention Compliance And Removals,Detention Compliance And Removals,Other Computer Related Services,IT,IGF::OT::IGF Computers
70CMSD18FC0000001,"Net Direct Systems, LLC",Apex,NC,63927.2,63927.2,Information Technology Division,Information Technology,Other Computer Related Services,IT,Replacement Equipment for ICE's Aof.
70CMSD18FC0000002,"Net Direct Systems, LLC",Apex,NC,11053.86,11053.86,Information Technology Division,Information Technology,Other Computer Related Services,IT,IGF::OT::IGF Computers
70CMSD18FC0000003,"Net Direct Systems, LLC",Apex,NC,4617.14,4617.14,Mission Support Dallas,Mission Support,Other Computer Related Services,IT,IGF::OT::IGF Computers
70CMSD18FC0000005,"Net Direct Systems, LLC",Apex,NC,48168.54,48168.54,Mission Support Dallas,Mission Support,Other Computer Related Services,IT,HP Pro Book 650 G3 Laptops
70CMSD18FC0000006,"Net Direct Systems, LLC",Apex,NC,6320.61,6320.61,Mission Support Dallas,Mission Support,Other Computer Related Services,IT,Standard Laptops and Accessories
70CTD018FC0000005,"Net Direct Systems, LLC",Apex,NC,6609.25,6609.25,Mission Support Washington,Mission Support,Other Computer Related Services,IT,IGF::OT::IGF Computers
70CTD018FC0000007,"Net Direct Systems, LLC",Apex,NC,131639.5,131639.5,Mission Support Washington,Mission Support,Other Computer Related Services,IT,IGF::OT::IGF Computers
70CTD018FC0000008,"Net Direct Systems, LLC",Apex,NC,2220.99,2220.99,Mission Support Washington,Mission Support,Other Computer Related Services,IT,IGF::OT::IGF Computers
70CTD018FC0000009,"Net Direct Systems, LLC",Apex,NC,73255,73255,Mission Support Washington,Mission Support,Other Computer Related Services,IT,IGF::OT::IGF Laptops
70CTD018FC0000010,"Net Direct Systems, LLC",Apex,NC,6871.06,6871.06,Mission Support Washington,Mission Support,Other Computer Related Services,IT,IGF::OT::IGF Computers
70CTD018FC0000012,"Net Direct Systems, LLC",Apex,NC,3701.65,3701.65,Mission Support Washington,Mission Support,Other Computer Related Services,IT,Amb # 14605 HP BPA Equipment Hscete11A0002 Pop 2/25/11 - 01/31/2018
70CTD018FC0000014,"Net Direct Systems, LLC",Apex,NC,17166.93,17166.93,Mission Support Washington,Mission Support,Other Computer Related Services,IT,IGF::OT::IGF Computers
70CTD018FC0000015,"Net Direct Systems, LLC",Apex,NC,2961.32,2961.32,Mission Support Washington,Mission Support,Other Computer Related Services,IT,IGF::OT::IGF Computers
HSCEMD17F00087,"Net Direct Systems, LLC",Apex,NC,3991.22,3991.22,Mission Support Dallas,Mission Support,Other Computer Related Services,IT,Laptops and Accessories
HSCEMD17F00090,"Net Direct Systems, LLC",Apex,NC,33328.62,33328.62,Mission Support Dallas,Mission Support,Other Computer Related Services,IT,Laptops
HSCEMD17F00093,"Net Direct Systems, LLC",Apex,NC,48145.93,48145.93,Mission Support Dallas,Mission Support,Other Computer Related Services,IT,Laptops and Accessories
HSCEMD17F00096,"Net Direct Systems, LLC",Apex,NC,7142.65,7142.65,Mission Support Dallas,Mission Support,Other Computer Related Services,IT,Standard Laptops and Accessories
HSCEMD17F00102,"Net Direct Systems, LLC",Apex,NC,57684.15,57684.15,Mission Support Dallas,Mission Support,Other Computer Related Services,IT,"Purchase of 45 HP Probook 650 G3 15.6"" Screen With 16Gb Ram and 45 Docking Stations."
HSCEMD17F00108,"Net Direct Systems, LLC",Apex,NC,36466.92,36466.92,Mission Support Dallas,Mission Support,Other Computer Related Services,IT,Laptops and Accessories
HSCEMD17F00190,"Net Direct Systems, LLC",Apex,NC,4409.49,4409.49,Mission Support Dallas,Mission Support,Other Computer Related Services,IT,Laptop Computers
HSCEMD17F00224,"Net Direct Systems, LLC",Apex,NC,14784.29,14784.29,Mission Support Dallas,Mission Support,Other Computer Related Services,IT,Laptop Computers
HSCEMD17F00236,"Net Direct Systems, LLC",Apex,NC,5283.32,5283.32,Mission Support Dallas,Mission Support,Other Computer Related Services,IT,Computers
HSCEMD17F00243,"Net Direct Systems, LLC",Apex,NC,25030.53,25030.53,Mission Support Dallas,Mission Support,Other Computer Related Services,IT,IGF::OT::IGF Computers
HSCEMD17F00263,"Net Direct Systems, LLC",Apex,NC,4468.86,4468.86,Mission Support Dallas,Mission Support,Other Computer Related Services,IT,IGF::OT::IGF Computers
HSCEMD17J00099,"Net Direct Systems, LLC",Apex,NC,9567.13,9567.13,Mission Support Dallas,Mission Support,Other Computer Related Services,IT,Laptops
HSCEMD17J00111,"Net Direct Systems, LLC",Apex,NC,3874.86,3874.86,Mission Support Dallas,Mission Support,Other Computer Related Services,IT,Laptops and Equipment
HSCEMR15J00015,"Net Direct Systems, LLC",Apex,NC,103194.63,103194.63,Mission Support Orlando,Mission Support,Other Computer Related Services,IT,Laptops
HSCETE12J00043,"Net Direct Systems, LLC",Apex,NC,1148.9,1148.9,Information Technology Division,Information Technology,Other Computer Related Services,IT,IT Hardware and Licenses
HSCETE12J00100,"Net Direct Systems, LLC",Apex,NC,4126.59,4126.59,Information Technology Division,Information Technology,Other Computer Related Services,IT,IT Hardware Computers
HSCETE12J00131,"Net Direct Systems, LLC",Apex,NC,15959.55,15959.55,Information Technology Division,Information Technology,Other Computer Related Services,IT,Laptops
HSCETE12J00140,"Net Direct Systems, LLC",Apex,NC,97135.47,97135.47,Information Technology Division,Information Technology,Other Computer Related Services,IT,Computers
HSCETE12J00143,"Net Direct Systems, LLC",Apex,NC,4001.14,4001.14,Information Technology Division,Information Technology,Other Computer Related Services,IT,Computers
HSCETE12J00180,"Net Direct Systems, LLC",Apex,NC,980.57,980.57,Information Technology Division,Information Technology,Other Computer Related Services,IT,Laptops
HSCETE12J00192,"Net Direct Systems, LLC",Apex,NC,42182.38,42182.38,Information Technology Division,Information Technology,Other Computer Related Services,IT,Computers
HSCETE12J00195,"Net Direct Systems, LLC",Apex,NC,3370.3,3370.3,Information Technology Division,Information Technology,Other Computer Related Services,IT,Replace Laptops Which are Not Wifi Enabled.
HSCETE12J00257,"Net Direct Systems, LLC",Apex,NC,5883.42,5883.42,Information Technology Division,Information Technology,Other Computer Related Services,IT,Computers
HSCETE12J00407,"Net Direct Systems, LLC",Apex,NC,33146.22,33146.22,Information Technology Division,Information Technology,Other Computer Related Services,IT,IGF::OT::IGF Computers
HSCETE12J00530,"Net Direct Systems, LLC",Apex,NC,49028.5,49028.5,Information Technology Division,Information Technology,Other Computer Related Services,IT,Computers
HSCETE15J00451,"Net Direct Systems, LLC",Apex,NC,7625.4,7625.4,Information Technology Division,Information Technology,Other Computer Related Services,IT,5 HP Laptops With Accessories
HSCETE15J00719,"Net Direct Systems, LLC",Apex,NC,20527.16,20527.16,Information Technology Division,Information Technology,Other Computer Related Services,IT,34 HP Workstations
